0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-335.2701,68.23153,-64.17479,-46.15253,-23.466637,-16.612343,1.1539894,-1.8457062,-5.5611205,7.070484,-12.6431465,-14.452153,1.4374098,2.1607382,1.0190595,5.6871023,-0.7744365,9.63249,-3.3818195,-6.7160387,-0.40881857,5.885349,-1.6191474,-1.7076687,-0.21783325,-5.7633176,-2.224254,-2.4911726,-4.959474,2.5127792,0.7878046,-0.98967767,-4.9771013,-4.000289,-1.2205945,2.6816616,3.807283,3.792842,1.0365728,-1.3694706,scream
-287.81543,100.39597,-66.62171,-42.93364,-39.26454,-23.932827,-7.833329,8.985123,-5.9178643,3.061942,-10.875223,-21.604853,-17.060602,0.578961,5.193913,-3.8974235,-9.87802,4.7330136,-0.8808319,-12.783694,-3.670631,6.8915186,-2.7780204,2.028481,8.8041,1.463865,0.4201543,2.8548276,-5.1457496,-5.3000717,4.5765243,0.46485898,-5.6911063,0.58023304,-2.0090911,-3.673456,-5.2445645,0.28744996,1.4439335,2.0215771,scream
-285.1901,101.44442,-67.27271,-43.111866,-39.753197,-24.11167,-7.8535614,9.077049,-5.867741,3.319617,-11.257828,-21.798193,-17.120386,0.3075761,5.355509,-4.099746,-9.836826,4.7878904,-1.1302025,-12.793694,-3.7473526,6.8698173,-2.956898,1.9304451,8.802013,1.3777696,0.35726187,2.9937723,-5.47877,-5.316916,4.6498466,0.4111588,-5.5908203,0.32970706,-1.8889693,-3.73415,-5.4982643,0.41357216,1.4413692,1.7767992,scream
-450.59537,96.79135,-79.365845,-37.59936,-18.46615,-28.122047,-1.6177717,21.31305,-33.95513,3.7668662,-10.831868,1.9720619,-16.285416,-8.544304,-7.4122024,-4.303737,6.6897326,-7.0216436,16.38255,2.7040367,4.1369863,2.4895067,-2.35803,-10.962999,-0.7215593,7.8114405,-11.452283,0.8870857,-8.726834,-4.394606,2.9350586,-6.9802995,-3.3774161,-5.6694875,-4.504837,3.5327146,-4.4207983,2.5252957,0.48638785,5.8189454,scream
-387.62515,-18.693363,-29.088167,-2.8951738,-0.82041156,1.2961984,-1.9372606,2.8658357,-2.5453973,0.17646019,-1.1851994,2.8739097,-0.8295374,3.6584115,-2.0285454,2.329189,-1.507349,2.493629,-0.39210385,3.3854144,-1.455849,2.5234795,-0.6231804,3.0585904,0.09778377,0.6291374,-1.2693423,0.57586974,-2.098768,0.8073464,-2.2214003,0.029121729,-2.2022684,0.71666515,-1.6520351,-0.77325535,-2.3181152,-0.56949544,-2.931978,-0.31909943,non_scream
20.462318,13.170955,-27.995636,13.07595,-18.648127,6.835354,2.300066,-5.184695,0.747363,2.2102563,-8.106572,4.856457,1.1405331,-4.499971,-5.1840687,-2.0654442,-6.5674167,4.150954,7.520914,-2.2238183,-9.090517,-8.464059,-6.7466784,9.617879,6.8824434,-6.5927315,-8.732176,9.410259,2.7687845,-5.205793,-5.276677,5.9790583,-1.9896169,-4.1513653,-1.6344106,6.9298573,-3.181205,-3.9604065,-3.9441738,0.4787898,non_scream
-493.84555,65.34944,27.42745,11.588983,11.940427,16.463875,-0.016693605,2.2226527,0.3950236,8.802872,-6.4270253,3.705698,-6.5306745,1.8235571,-8.646638,2.1387954,-5.9498224,0.90780556,-3.9299676,2.9394803,-4.3774304,1.1785388,-2.7237325,1.7407147,-3.0863905,-0.17924546,-1.2109544,3.5983968,1.8594357,2.5077033,0.035305683,2.6856265,2.3229668,4.2159266,1.0187712,3.0034373,-0.7954946,0.23252715,-2.541769,-0.72343796,non_scream
-613.8355,9.980409,-1.7214831,-8.169193,-8.381314,-2.6501749,-0.020362161,0.118333295,-0.45792934,-1.7535976,-0.5747079,-0.88778263,-0.68122935,-1.2425013,0.41039565,0.19645382,-0.8909521,0.6753658,-0.11141932,-0.1779413,0.37948176,0.423693,-0.4203413,0.5032491,-0.15770066,0.35027647,-0.24720603,0.8125501,-0.25298986,0.2928182,0.4077711,-0.4304391,0.4438574,0.28394488,-0.015742334,0.13663769,-0.16618115,0.10243695,-0.14952683,0.4434293,non_scream
